MANDT,LIFNR,BUKRS,PERNR,ERDAT,ERNAM,SPERR,LOEVM,ZUAWA,AKONT,BEGRU,VZSKZ,ZWELS,XVERR,ZAHLS,ZTERM,EIKTO,ZSABE,KVERM,FDGRV,BUSAB,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,XDEZV,WEBTR,KULTG,REPRF,TOGRU,HBKID,XPORE,QSZNR,QSZDT,QSSKZ,BLNKZ,MINDK,ALTKN,ZGRUP,MGRUP,UZAWE,QSREC,QSBGR,QLAND,XEDIP,FRGRP,TOGRR,TLFNS,INTAD,XLFZB,GUZTE,CERDT,CONFS,UPDAT,UPTIM,NODEL,AVSND,AD_HASH
100,1000000022,9708,00000010,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC10,CLERK,Auto Generated,PLAN,01,1000000022,1000000022,20260213,12,20260213,N,7841.57,7,N,T001,HB01,N,"","","","","",OLD10,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000024,3570,00000011,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC11,CLERK,Auto Generated,PLAN,01,1000000024,1000000024,20260213,12,20260213,N,7197.37,46,N,T001,HB01,N,"","","","","",OLD11,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000024,4672,00000012,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC12,CLERK,Auto Generated,PLAN,01,1000000024,1000000024,20260213,12,20260213,N,8970.80,18,N,T001,HB01,N,"","","","","",OLD12,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000024,4892,00000013,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC13,CLERK,Auto Generated,PLAN,01,1000000024,1000000024,20260213,12,20260213,N,519.51,89,N,T001,HB01,N,"","","","","",OLD13,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000024,5921,00000014,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC14,CLERK,Auto Generated,PLAN,01,1000000024,1000000024,20260213,12,20260213,N,2526.16,91,N,T001,HB01,N,"","","","","",OLD14,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000025,3638,00000015,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC15,CLERK,Auto Generated,PLAN,01,1000000025,1000000025,20260213,12,20260213,N,2908.69,92,N,T001,HB01,N,"","","","","",OLD15,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000025,9932,00000016,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC16,CLERK,Auto Generated,PLAN,01,1000000025,1000000025,20260213,12,20260213,N,9116.75,94,N,T001,HB01,N,"","","","","",OLD16,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000026,6150,00000017,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC17,CLERK,Auto Generated,PLAN,01,1000000026,1000000026,20260213,12,20260213,N,1538.00,36,N,T001,HB01,N,"","","","","",OLD17,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000026,7070,00000018,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC18,CLERK,Auto Generated,PLAN,01,1000000026,1000000026,20260213,12,20260213,N,3903.25,94,N,T001,HB01,N,"","","","","",OLD18,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000027,5130,00000019,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC19,CLERK,Auto Generated,PLAN,01,1000000027,1000000027,20260213,12,20260213,N,9646.15,79,N,T001,HB01,N,"","","","","",OLD19,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000027,5245,00000020,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC20,CLERK,Auto Generated,PLAN,01,1000000027,1000000027,20260213,12,20260213,N,3040.72,44,N,T001,HB01,N,"","","","","",OLD20,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000028,6855,00000021,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC21,CLERK,Auto Generated,PLAN,01,1000000028,1000000028,20260213,12,20260213,N,7457.23,84,N,T001,HB01,N,"","","","","",OLD21,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000029,3681,00000022,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC22,CLERK,Auto Generated,PLAN,01,1000000029,1000000029,20260213,12,20260213,N,485.38,58,N,T001,HB01,N,"","","","","",OLD22,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000030,2346,00000023,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC23,CLERK,Auto Generated,PLAN,01,1000000030,1000000030,20260213,12,20260213,N,3596.14,71,N,T001,HB01,N,"","","","","",OLD23,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000030,8897,00000024,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC24,CLERK,Auto Generated,PLAN,01,1000000030,1000000030,20260213,12,20260213,N,4029.89,53,N,T001,HB01,N,"","","","","",OLD24,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000036,4276,00000025,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC25,CLERK,Auto Generated,PLAN,01,1000000036,1000000036,20260213,12,20260213,N,5260.99,83,N,T001,HB01,N,"","","","","",OLD25,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000037,5821,00000026,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC26,CLERK,Auto Generated,PLAN,01,1000000037,1000000037,20260213,12,20260213,N,8760.57,92,N,T001,HB01,N,"","","","","",OLD26,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000037,7143,00000027,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC27,CLERK,Auto Generated,PLAN,01,1000000037,1000000037,20260213,12,20260213,N,389.00,15,N,T001,HB01,N,"","","","","",OLD27,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000038,1874,00000028,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC28,CLERK,Auto Generated,PLAN,01,1000000038,1000000038,20260213,12,20260213,N,5470.82,46,N,T001,HB01,N,"","","","","",OLD28,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000040,10109,00000029,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC29,CLERK,Auto Generated,PLAN,01,1000000040,1000000040,20260213,12,20260213,N,3041.44,54,N,T001,HB01,N,"","","","","",OLD29,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000040,10926,00000030,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC30,CLERK,Auto Generated,PLAN,01,1000000040,1000000040,20260213,12,20260213,N,1928.34,6,N,T001,HB01,N,"","","","","",OLD30,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000041,8705,00000031,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC31,CLERK,Auto Generated,PLAN,01,1000000041,1000000041,20260213,12,20260213,N,4239.75,25,N,T001,HB01,N,"","","","","",OLD31,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000042,1164,00000032,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC32,CLERK,Auto Generated,PLAN,01,1000000042,1000000042,20260213,12,20260213,N,9334.61,40,N,T001,HB01,N,"","","","","",OLD32,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000042,1499,00000033,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC33,CLERK,Auto Generated,PLAN,01,1000000042,1000000042,20260213,12,20260213,N,7541.77,62,N,T001,HB01,N,"","","","","",OLD33,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000046,1515,00000034,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC34,CLERK,Auto Generated,PLAN,01,1000000046,1000000046,20260213,12,20260213,N,7385.47,56,N,T001,HB01,N,"","","","","",OLD34,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000046,9078,00000035,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC35,CLERK,Auto Generated,PLAN,01,1000000046,1000000046,20260213,12,20260213,N,543.06,29,N,T001,HB01,N,"","","","","",OLD35,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000046,9271,00000036,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC36,CLERK,Auto Generated,PLAN,01,1000000046,1000000046,20260213,12,20260213,N,7153.66,68,N,T001,HB01,N,"","","","","",OLD36,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000050,5793,00000037,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC37,CLERK,Auto Generated,PLAN,01,1000000050,1000000050,20260213,12,20260213,N,8180.05,47,N,T001,HB01,N,"","","","","",OLD37,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000050,8780,00000038,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC38,CLERK,Auto Generated,PLAN,01,1000000050,1000000050,20260213,12,20260213,N,8888.21,30,N,T001,HB01,N,"","","","","",OLD38,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000050,9078,00000039,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC39,CLERK,Auto Generated,PLAN,01,1000000050,1000000050,20260213,12,20260213,N,9323.70,79,N,T001,HB01,N,"","","","","",OLD39,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000051,7934,00000040,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC40,CLERK,Auto Generated,PLAN,01,1000000051,1000000051,20260213,12,20260213,N,5189.75,45,N,T001,HB01,N,"","","","","",OLD40,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000053,2342,00000041,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC41,CLERK,Auto Generated,PLAN,01,1000000053,1000000053,20260213,12,20260213,N,5937.63,11,N,T001,HB01,N,"","","","","",OLD41,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000053,4144,00000042,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC42,CLERK,Auto Generated,PLAN,01,1000000053,1000000053,20260213,12,20260213,N,1431.40,39,N,T001,HB01,N,"","","","","",OLD42,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000053,4975,00000043,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC43,CLERK,Auto Generated,PLAN,01,1000000053,1000000053,20260213,12,20260213,N,3659.87,90,N,T001,HB01,N,"","","","","",OLD43,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000055,9166,00000044,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC44,CLERK,Auto Generated,PLAN,01,1000000055,1000000055,20260213,12,20260213,N,3054.21,7,N,T001,HB01,N,"","","","","",OLD44,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000055,10547,00000045,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC45,CLERK,Auto Generated,PLAN,01,1000000055,1000000055,20260213,12,20260213,N,9623.73,42,N,T001,HB01,N,"","","","","",OLD45,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000056,2035,00000046,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC46,CLERK,Auto Generated,PLAN,01,1000000056,1000000056,20260213,12,20260213,N,9183.24,57,N,T001,HB01,N,"","","","","",OLD46,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000059,1851,00000047,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC47,CLERK,Auto Generated,PLAN,01,1000000059,1000000059,20260213,12,20260213,N,3551.74,24,N,T001,HB01,N,"","","","","",OLD47,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000059,2587,00000048,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC48,CLERK,Auto Generated,PLAN,01,1000000059,1000000059,20260213,12,20260213,N,1728.66,81,N,T001,HB01,N,"","","","","",OLD48,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000060,5979,00000049,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC49,CLERK,Auto Generated,PLAN,01,1000000060,1000000060,20260213,12,20260213,N,684.05,15,N,T001,HB01,N,"","","","","",OLD49,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000061,7771,00000050,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC50,CLERK,Auto Generated,PLAN,01,1000000061,1000000061,20260213,12,20260213,N,9197.26,45,N,T001,HB01,N,"","","","","",OLD50,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000063,8106,00000051,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC51,CLERK,Auto Generated,PLAN,01,1000000063,1000000063,20260213,12,20260213,N,6775.97,1,N,T001,HB01,N,"","","","","",OLD51,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000064,6999,00000052,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC52,CLERK,Auto Generated,PLAN,01,1000000064,1000000064,20260213,12,20260213,N,7371.94,12,N,T001,HB01,N,"","","","","",OLD52,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000065,1704,00000053,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC53,CLERK,Auto Generated,PLAN,01,1000000065,1000000065,20260213,12,20260213,N,2254.79,97,N,T001,HB01,N,"","","","","",OLD53,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000065,4754,00000054,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC54,CLERK,Auto Generated,PLAN,01,1000000065,1000000065,20260213,12,20260213,N,2511.02,56,N,T001,HB01,N,"","","","","",OLD54,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000065,10223,00000055,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC55,CLERK,Auto Generated,PLAN,01,1000000065,1000000065,20260213,12,20260213,N,1356.05,29,N,T001,HB01,N,"","","","","",OLD55,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000066,1340,00000056,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC56,CLERK,Auto Generated,PLAN,01,1000000066,1000000066,20260213,12,20260213,N,1118.28,98,N,T001,HB01,N,"","","","","",OLD56,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000069,10173,00000057,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC57,CLERK,Auto Generated,PLAN,01,1000000069,1000000069,20260213,12,20260213,N,5274.15,25,N,T001,HB01,N,"","","","","",OLD57,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000070,10481,00000058,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC58,CLERK,Auto Generated,PLAN,01,1000000070,1000000070,20260213,12,20260213,N,7601.89,99,N,T001,HB01,N,"","","","","",OLD58,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000072,4396,00000059,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC59,CLERK,Auto Generated,PLAN,01,1000000072,1000000072,20260213,12,20260213,N,8434.00,35,N,T001,HB01,N,"","","","","",OLD59,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000072,5608,00000060,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC60,CLERK,Auto Generated,PLAN,01,1000000072,1000000072,20260213,12,20260213,N,2944.70,41,N,T001,HB01,N,"","","","","",OLD60,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000073,4647,00000061,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC61,CLERK,Auto Generated,PLAN,01,1000000073,1000000073,20260213,12,20260213,N,2110.38,84,N,T001,HB01,N,"","","","","",OLD61,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000076,9963,00000062,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC62,CLERK,Auto Generated,PLAN,01,1000000076,1000000076,20260213,12,20260213,N,9792.85,38,N,T001,HB01,N,"","","","","",OLD62,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000078,5797,00000063,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC63,CLERK,Auto Generated,PLAN,01,1000000078,1000000078,20260213,12,20260213,N,6264.11,53,N,T001,HB01,N,"","","","","",OLD63,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000080,2101,00000064,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC64,CLERK,Auto Generated,PLAN,01,1000000080,1000000080,20260213,12,20260213,N,3667.52,94,N,T001,HB01,N,"","","","","",OLD64,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000084,3400,00000065,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC65,CLERK,Auto Generated,PLAN,01,1000000084,1000000084,20260213,12,20260213,N,863.36,28,N,T001,HB01,N,"","","","","",OLD65,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000085,5710,00000066,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC66,CLERK,Auto Generated,PLAN,01,1000000085,1000000085,20260213,12,20260213,N,6186.13,7,N,T001,HB01,N,"","","","","",OLD66,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000085,6402,00000067,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC67,CLERK,Auto Generated,PLAN,01,1000000085,1000000085,20260213,12,20260213,N,6524.35,34,N,T001,HB01,N,"","","","","",OLD67,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000086,5839,00000068,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC68,CLERK,Auto Generated,PLAN,01,1000000086,1000000086,20260213,12,20260213,N,1131.26,75,N,T001,HB01,N,"","","","","",OLD68,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
100,1000000087,10958,00000069,20260213,DATA_GEN,"","",001,300000,A001,01,NEFT,N,"",0001,ACC69,CLERK,Auto Generated,PLAN,01,1000000087,1000000087,20260213,12,20260213,N,7763.54,79,N,T001,HB01,N,"","","","","",OLD69,01,01,01,"","",IND,N,REL1,TOL1,9999999999,vendor@test.com,N,0001,20260213,A,20260213,120000,N,N,HASH123
